year,km_driven,fuel,seller_type,transmission,owner,engine,max_power,seats,mileage_value,mileage_unit,selling_price
2016,30000,Petrol,Individual,Manual,1,1197,83.14,5,20.85,kmpl,500000
2013,118000,Diesel,Individual,Manual,1,1120,70.0,5,24.0,kmpl,270000
2013,69000,Diesel,Individual,Manual,3,1582,126.32,5,22.32,kmpl,420000
2015,25000,Petrol,Individual,Manual,2,1197,83.14,5,20.85,kmpl,434999
2015,100000,Petrol,Individual,Automatic,1,1197,81.86,5,16.9,kmpl,400000
2015,110000,Diesel,Individual,Manual,1,1248,74.0,5,26.59,kmpl,470000
2015,60000,Diesel,Individual,Manual,3,1461,83.8,5,20.45,kmpl,480000
2008,128000,Petrol,Individual,Manual,1,1086,62.0,5,0.0,kmpl,105000
2017,120000,Diesel,Individual,Manual,1,1047,69.0,5,27.28,kmpl,325000
2012,80000,Diesel,Individual,Manual,2,1248,82.0,5,20.0,kmpl,280000
2020,5000,Petrol,Individual,Automatic,1,1197,81.86,5,20.7,kmpl,675000
2009,90000,Petrol,Individual,Manual,2,1197,78.9,5,20.36,kmpl,170000
2017,90000,Diesel,Individual,Manual,1,1582,126.2,5,19.67,kmpl,1250000
2012,144030,Petrol,Individual,Manual,1,2354,177.6,5,12.8,kmpl,600000
2014,200000,Diesel,Individual,Manual,1,1498,98.6,5,25.1,kmpl,819999
2016,29000,Petrol,Individual,Manual,1,1197,81.83,5,18.6,kmpl,650000
2007,90000,LPG,Individual,Manual,2,1061,57.5,5,17.3,km/kg,105000
2009,176000,Diesel,Individual,Manual,2,1461,66.0,5,17.0,kmpl,200000
2013,150000,Diesel,Individual,Manual,1,1396,69.0,5,19.09,kmpl,200000
2016,90000,Petrol,Individual,Manual,1,796,34.2,8,16.8,kmpl,220000
2014,70000,Petrol,Individual,Manual,2,1598,103.2,5,15.04,kmpl,500000
2007,99000,Diesel,Individual,Manual,2,1461,65.0,5,19.2,kmpl,175000
2018,5000,Petrol,Individual,Manual,1,1199,84.0,5,23.84,kmpl,450000
2008,90000,Diesel,Individual,Manual,4,1991,123.7,5,16.52,kmpl,210000
2011,89000,Diesel,Individual,Manual,2,1248,73.9,5,21.1,kmpl,270000
2006,88000,Diesel,Individual,Manual,2,1405,62.0,5,16.8,kmpl,110000
2015,30000,Diesel,Individual,Manual,1,1248,74.0,5,26.59,kmpl,480000
2016,50000,Diesel,Individual,Automatic,2,1248,74.0,5,26.59,kmpl,650000
2013,80000,Diesel,Individual,Manual,1,1248,74.0,5,23.4,kmpl,480000
2016,40000,Diesel,Individual,Manual,1,1396,88.73,5,22.54,kmpl,700000
2015,110000,Diesel,Individual,Manual,3,1248,88.76,7,20.77,kmpl,650000
2015,48000,Diesel,Individual,Manual,2,1582,126.2,5,19.67,kmpl,1300000
2016,97000,Diesel,Individual,Automatic,1,1968,138.03,5,16.96,kmpl,1350000
2016,60000,Diesel,Individual,Automatic,1,1498,108.6,5,22.15,kmpl,1000000
2011,110000,Diesel,Individual,Automatic,3,2987,165.0,5,0.0,kmpl,1700000
2018,12800,Petrol,Individual,Automatic,1,1496,105.5,5,17.8,kmpl,1080000
2012,40000,Petrol,Individual,Manual,1,814,55.2,5,21.1,kmpl,170000
2017,49000,Diesel,Individual,Manual,1,1248,74.0,5,28.4,kmpl,610000
2014,25000,Petrol,Individual,Manual,1,1197,85.8,5,18.5,kmpl,350000
2016,65000,Petrol,Individual,Manual,2,796,47.3,5,22.74,kmpl,260000
2015,20000,Diesel,Individual,Manual,1,1248,91.7,5,20.4,kmpl,700000
2018,17000,Petrol,Individual,Manual,1,999,75.0,5,18.78,kmpl,678000
2015,15000,Diesel,Individual,Manual,1,1248,88.5,5,23.65,kmpl,800000
2014,120000,Diesel,Individual,Manual,2,1364,67.04,5,23.59,kmpl,400000
2010,49000,Petrol,Individual,Manual,1,1197,80.0,5,18.5,kmpl,300000
2016,29000,Petrol,Individual,Manual,1,1197,81.83,5,18.6,kmpl,520000
2017,55000,Diesel,Individual,Automatic,1,1461,108.5,5,19.61,kmpl,850000
2019,5000,Diesel,Individual,Manual,1,1497,121.0,7,17.3,kmpl,1460000
2017,35000,Diesel,Individual,Manual,1,1497,108.5,5,21.5,kmpl,830000
2018,5000,Petrol,Individual,Manual,2,1198,67.0,5,20.63,kmpl,430000
2017,60000,Diesel,Individual,Manual,1,1498,98.59,5,22.77,kmpl,850000
2017,70000,Petrol,Individual,Manual,1,1197,83.14,5,20.85,kmpl,650000
2008,120000,Diesel,Individual,Manual,2,1493,110.0,5,16.8,kmpl,120000
2016,65100,Diesel,Individual,Manual,2,1493,100.0,7,18.49,kmpl,730000
2019,20000,Petrol,Individual,Automatic,1,1197,81.8,5,20.89,kmpl,525000
2015,108000,Diesel,Individual,Manual,1,1396,88.73,5,21.19,kmpl,600000
2019,15000,Petrol,Individual,Manual,1,1197,81.8,5,21.21,kmpl,500000
2009,77000,Petrol,Individual,Manual,1,1086,62.1,5,17.92,kmpl,150000
2015,18500,Petrol,Individual,Manual,1,998,67.04,5,20.51,kmpl,409999
2016,120000,Diesel,Individual,Manual,1,1493,100.0,7,18.49,kmpl,625000
2015,15200,Petrol,Individual,Manual,1,799,53.3,5,25.17,kmpl,290000
2015,35000,Petrol,Individual,Manual,1,1497,117.3,7,17.3,kmpl,500000
2011,80000,Diesel,Individual,Manual,1,1582,126.32,5,22.32,kmpl,475000
2013,70000,Petrol,Individual,Manual,1,814,55.2,5,21.1,kmpl,190000
2014,80000,Diesel,Individual,Manual,2,2179,140.0,7,15.1,kmpl,750000
2014,120000,Diesel,Individual,Manual,2,1461,108.5,5,19.01,kmpl,525000
2012,82000,Diesel,Individual,Manual,3,1998,163.7,5,17.3,kmpl,495000
2010,60000,Petrol,Individual,Automatic,2,1497,118.0,5,16.8,kmpl,321000
2017,50000,Petrol,Individual,Manual,1,1197,78.9,5,17.71,kmpl,585000
2011,70000,Diesel,Individual,Manual,1,1399,68.0,5,20.0,kmpl,225000
2017,70000,Diesel,Individual,Manual,1,1498,98.6,5,25.8,kmpl,500000
2011,90000,Diesel,Individual,Manual,3,1396,90.0,5,23.0,kmpl,350000
2016,70000,Diesel,Individual,Manual,2,1248,88.5,7,24.52,kmpl,756000
2014,50000,Petrol,Individual,Manual,1,796,47.3,5,22.74,kmpl,240000
2012,120000,Petrol,Individual,Manual,2,796,35.0,8,19.7,kmpl,80000
2019,5000,Petrol,Individual,Manual,1,1197,81.86,5,17.19,kmpl,800000
2018,25000,Diesel,Individual,Manual,1,2179,147.94,7,17.6,kmpl,1250000
2009,80000,Diesel,Individual,Manual,3,2179,120.0,7,12.05,kmpl,320000
2017,25000,Petrol,Individual,Manual,1,1197,82.0,5,18.9,kmpl,509999
2019,15000,Diesel,Individual,Manual,1,1248,74.0,5,22.95,kmpl,650000
2011,35000,Petrol,Individual,Manual,2,998,67.1,5,20.92,kmpl,210000
2008,80000,Petrol,Individual,Manual,2,796,46.3,5,19.7,kmpl,110000
2017,25000,Diesel,Individual,Manual,1,1497,108.5,5,21.5,kmpl,665000
2017,52000,Diesel,Individual,Manual,1,1498,108.62,5,21.66,kmpl,555000
2017,52000,Diesel,Individual,Manual,1,1498,108.62,5,21.66,kmpl,560000
2016,80000,Diesel,Individual,Manual,1,1198,77.0,6,25.32,kmpl,375000
2011,77000,Diesel,Individual,Manual,2,1248,82.0,5,20.0,kmpl,290000
2017,50000,Diesel,Individual,Automatic,1,2755,174.5,7,15.04,kmpl,2950000
2017,127000,Diesel,Individual,Manual,1,1248,74.02,5,28.4,kmpl,605000
2017,30000,Petrol,Individual,Manual,1,1199,88.7,5,17.5,kmpl,720000
2017,70000,Diesel,Individual,Manual,1,1248,88.5,7,24.52,kmpl,800000
2017,54000,Diesel,Individual,Manual,1,2179,140.0,7,16.0,kmpl,1325000
2011,120000,Diesel,Individual,Manual,2,2835,116.9,6,10.5,kmpl,625000
2011,116500,Diesel,Individual,Manual,1,1396,90.0,5,23.0,kmpl,350000
2012,145000,Diesel,Individual,Manual,2,2494,100.0,8,12.99,kmpl,600000
2012,120000,Petrol,Individual,Manual,1,1197,82.85,5,18.5,kmpl,300000
2011,120000,Diesel,Individual,Manual,1,2179,138.1,7,13.93,kmpl,240000
2016,80000,Diesel,Individual,Manual,1,1498,99.0,5,25.83,kmpl,377000
2013,140000,Petrol,Individual,Manual,1,1373,93.7,7,16.02,kmpl,450000
2008,100000,Petrol,Individual,Manual,4,1599,103.2,5,13.9,kmpl,160000
2019,100000,Petrol,Individual,Manual,1,1197,81.86,5,20.14,kmpl,525000
2011,168000,Diesel,Individual,Manual,2,2494,102.0,8,12.8,kmpl,550000
2010,120000,Diesel,Individual,Manual,3,1991,147.9,5,18.3,kmpl,270000
2016,145000,Diesel,Individual,Manual,2,1364,67.05,5,23.59,kmpl,570000
2011,90000,Diesel,Individual,Manual,2,1399,68.0,5,20.0,kmpl,225000
2019,90000,Petrol,Individual,Manual,1,1197,81.86,5,20.14,kmpl,590000
2018,80000,Diesel,Individual,Manual,1,1956,170.0,5,17.1,kmpl,1675000
2019,33000,Petrol,Dealer,Manual,1,1194,94.93,5,19.4,kmpl,800000
2014,13500,Petrol,Individual,Manual,1,1199,82.4,5,18.2,kmpl,450000
2012,80000,Diesel,Individual,Manual,1,1405,70.0,5,17.0,kmpl,300000
2017,20000,Petrol,Individual,Manual,1,1197,81.83,5,18.6,kmpl,645000
2013,58000,Diesel,Individual,Manual,1,1248,74.0,5,23.4,kmpl,520000
2013,40000,Petrol,Individual,Manual,1,814,55.2,5,21.1,kmpl,200000
2015,30000,Petrol,Individual,Manual,1,1497,117.3,5,17.4,kmpl,700000
2000,50000,Petrol,Individual,Manual,2,796,37.0,4,16.1,kmpl,45000
2016,73000,Diesel,Individual,Manual,1,1498,99.0,5,25.83,kmpl,459999
2014,90000,Diesel,Individual,Manual,2,1248,73.94,5,23.2,kmpl,325000
2015,50000,Petrol,Individual,Manual,2,998,67.04,5,20.51,kmpl,350000
2011,80000,Diesel,Individual,Manual,3,1582,126.3,5,22.32,kmpl,440000
2011,70000,Diesel,Individual,Manual,2,1396,90.0,5,21.9,kmpl,320000
2011,41000,Petrol,Individual,Manual,1,995,62.0,5,18.0,kmpl,169000
2013,50000,Petrol,Individual,Manual,4,1198,73.9,5,16.47,kmpl,350000
2014,113226,Diesel,Dealer,Manual,1,1399,67.0,5,19.68,kmpl,350000
2013,90000,Diesel,Individual,Manual,2,1399,68.1,5,20.0,kmpl,310000
2007,70000,Petrol,Individual,Manual,3,1248,82.0,5,18.9,kmpl,150000
2010,160500,Diesel,Individual,Manual,4,2179,115.0,5,13.5,kmpl,420000
2015,30000,Petrol,Individual,Automatic,1,1373,91.1,5,19.12,kmpl,685000
2014,132000,Diesel,Individual,Manual,2,1461,108.45,5,19.72,kmpl,560000
2013,120000,Diesel,Individual,Manual,3,1248,74.0,5,22.9,kmpl,470000
2011,80000,Petrol,Individual,Manual,2,1599,103.2,5,16.2,kmpl,380000
2015,57000,Diesel,Individual,Manual,2,1997,120.0,7,15.4,kmpl,670000
2018,5000,Petrol,Individual,Manual,1,1197,81.8,5,22.0,kmpl,550000
2016,25000,Petrol,Individual,Manual,1,1591,121.3,5,17.01,kmpl,749000
2015,80000,Diesel,Individual,Manual,2,1582,126.2,5,19.67,kmpl,899000
2011,88000,Diesel,Individual,Manual,3,1991,123.7,5,16.52,kmpl,290000
2014,217000,Diesel,Individual,Manual,2,2494,100.6,7,12.99,kmpl,869999
2015,60000,Petrol,Individual,Manual,1,1198,67.0,7,20.62,kmpl,350000
2017,43000,Petrol,Individual,Manual,1,1197,83.14,5,20.85,kmpl,500000
2014,77000,Diesel,Individual,Automatic,2,1498,103.6,5,21.66,kmpl,400000
2016,30000,Petrol,Individual,Manual,1,799,53.3,5,25.17,kmpl,260000
2015,40000,Petrol,Individual,Manual,2,796,47.3,5,22.74,kmpl,220000
2014,139000,Diesel,Individual,Manual,2,1248,73.8,8,18.2,kmpl,190000
2016,80000,Petrol,Individual,Manual,1,1197,82.0,5,18.9,kmpl,400000
2014,76000,Diesel,Individual,Manual,2,936,56.3,5,25.44,kmpl,170000
2019,3500,Petrol,Individual,Manual,1,1197,81.86,5,18.6,kmpl,650000
2007,62000,Petrol,Individual,Manual,2,796,37.0,4,16.1,kmpl,60000
2007,110000,Petrol,Individual,Manual,2,2092,127.0,7,12.0,kmpl,300000
2012,40000,Petrol,Individual,Manual,2,995,62.1,5,16.2,kmpl,125000
2013,120000,Diesel,Individual,Manual,2,1248,82.0,5,20.0,kmpl,130000
2012,1500000,Diesel,Individual,Manual,1,2179,140.0,7,15.1,kmpl,500000
2011,70000,Petrol,Individual,Manual,3,796,46.3,5,19.7,kmpl,170000
2012,77000,Diesel,Individual,Manual,2,1248,73.9,5,19.3,kmpl,310000
2011,110000,Petrol,Individual,Manual,2,995,62.0,5,18.0,kmpl,130000
2016,20000,Petrol,Individual,Manual,1,998,67.04,5,20.51,kmpl,465000
1995,90000,Diesel,Individual,Manual,3,1248,82.0,5,20.0,kmpl,160000
2005,120005,Diesel,Individual,Automatic,2,2987,198.5,5,11.0,kmpl,800000
2012,16830,Petrol,Individual,Manual,1,998,67.1,5,20.2,kmpl,260000
2013,70000,Diesel,Individual,Manual,1,2523,63.0,9,15.96,kmpl,500000
2017,38000,Petrol,Individual,Manual,1,999,67.0,5,23.01,kmpl,325000
2013,80000,Diesel,Individual,Manual,1,2523,63.0,9,15.96,kmpl,400000
2018,50000,Diesel,Individual,Manual,1,2755,174.5,7,14.24,kmpl,3200000
2007,50000,Diesel,Individual,Manual,1,1396,52.8,5,17.88,kmpl,200000
2013,52000,Diesel,Individual,Manual,1,1493,100.0,7,17.21,kmpl,450000
2012,50000,Diesel,Individual,Manual,1,1405,70.0,5,17.0,kmpl,229999
2016,30000,Petrol,Individual,Manual,1,814,55.2,5,21.1,kmpl,340000
2014,103000,Diesel,Individual,Manual,1,2523,62.1,7,15.96,kmpl,550000
2011,93468,Diesel,Individual,Automatic,2,2953,153.86,7,11.4,kmpl,975000
2010,80000,Petrol,Individual,Manual,2,1595,102.0,5,14.0,kmpl,225000
2013,70000,Diesel,Individual,Manual,1,1396,69.0,5,25.0,kmpl,280000
2012,35000,Diesel,Individual,Manual,1,1396,69.0,5,23.03,kmpl,259000
2018,60000,Diesel,Individual,Automatic,1,2755,174.5,7,15.04,kmpl,3200000
2018,30000,Diesel,Individual,Manual,1,1997,140.0,7,16.0,kmpl,1400000
2015,40000,Petrol,Individual,Automatic,1,1499,110.4,5,17.01,kmpl,416000
2011,70000,Diesel,Individual,Manual,1,1248,90.0,5,19.0,kmpl,250000
2010,120000,Diesel,Individual,Manual,1,1248,88.8,5,21.12,kmpl,210000
2008,120000,Diesel,Individual,Manual,2,2179,120.0,8,12.05,kmpl,290000
2012,90000,Diesel,Individual,Manual,1,1396,69.0,5,23.03,kmpl,220000
2012,35000,Diesel,Individual,Manual,2,1396,69.0,5,23.03,kmpl,246000
2018,30000,Petrol,Individual,Manual,1,796,34.2,8,16.8,kmpl,260000
2018,70000,Diesel,Individual,Manual,1,1396,88.7,5,21.38,kmpl,1050000
2016,20000,Petrol,Individual,Manual,1,1197,81.8,5,20.4,kmpl,550000
2017,70000,Diesel,Individual,Manual,1,1405,69.01,5,19.09,kmpl,450000
2016,65000,Petrol,Individual,Manual,1,1497,117.3,5,17.8,kmpl,773000
2017,25000,Petrol,Individual,Manual,1,1199,84.0,5,23.84,kmpl,450000
2019,10000,Petrol,Individual,Manual,1,1196,73.0,5,15.37,kmpl,409999
2003,35000,Petrol,Individual,Manual,4,796,37.0,4,16.1,kmpl,45000
2014,80000,Petrol,Individual,Automatic,2,2496,179.5,5,11.07,kmpl,600000
2010,63000,Petrol,Individual,Manual,1,1199,79.4,5,18.6,kmpl,250000
2008,100000,Diesel,Individual,Manual,1,1405,62.0,5,16.8,kmpl,70000
2018,16589,Petrol,Trustmark Dealer,Manual,1,998,67.04,5,20.51,kmpl,430000
2016,53201,Petrol,Trustmark Dealer,Manual,2,1497,117.3,5,17.8,kmpl,675000
2017,25272,Petrol,Trustmark Dealer,Manual,1,1197,81.8,5,21.01,kmpl,570000
2017,53619,Diesel,Trustmark Dealer,Manual,1,1248,88.5,5,24.3,kmpl,850000
2018,6001,Petrol,Dealer,Manual,1,1496,120.69,5,15.9,kmpl,640000
2013,80000,Diesel,Individual,Manual,1,1405,69.01,5,19.09,kmpl,250000
2018,12000,Diesel,Individual,Manual,1,1461,108.45,5,19.6,kmpl,1250000
2017,25000,Petrol,Individual,Manual,1,1497,121.31,5,17.0,kmpl,889000
2017,40000,Diesel,Individual,Manual,2,1396,88.73,5,22.54,kmpl,750000
2010,130000,Diesel,Individual,Manual,3,1248,75.0,5,17.8,kmpl,320000
2011,202000,Diesel,Individual,Manual,1,1968,138.08,5,17.67,kmpl,600000
2018,40000,Diesel,Individual,Manual,1,1248,88.5,5,28.09,kmpl,1000000
2000,70000,Petrol,Individual,Manual,4,993,60.0,5,17.3,kmpl,110000
2008,120000,Petrol,Individual,Manual,2,1497,78.0,5,17.7,kmpl,250000
2015,60000,Diesel,Individual,Manual,1,1248,74.0,5,26.59,kmpl,600000
2009,60000,Petrol,Individual,Manual,1,998,67.1,5,19.0,kmpl,165000
2004,60000,Petrol,Individual,Manual,2,796,46.3,5,19.7,kmpl,118000
2016,78000,Diesel,Individual,Manual,1,1248,74.0,5,27.39,kmpl,700000
2013,80000,Diesel,Individual,Manual,2,1461,83.8,5,20.46,kmpl,585000
2006,120000,Petrol,Individual,Manual,4,796,46.3,5,19.7,kmpl,120000
2003,90000,Petrol,Individual,Manual,4,796,37.0,4,16.1,kmpl,65000
2006,100000,Petrol,Individual,Manual,2,796,46.3,5,19.7,kmpl,150000
2009,70000,Petrol,Individual,Manual,4,796,46.3,5,19.7,kmpl,150000
2004,160000,Diesel,Individual,Manual,3,1493,82.0,5,13.1,kmpl,170000
2006,120000,Diesel,Individual,Manual,3,2179,120.0,8,10.5,kmpl,250000
2005,100000,Diesel,Individual,Manual,3,1493,82.0,5,13.1,kmpl,100000
2013,60000,Diesel,Individual,Manual,2,1248,88.76,7,20.77,kmpl,599000
2010,135000,Diesel,Individual,Manual,3,1991,147.9,5,18.3,kmpl,250000
2016,90000,Petrol,Individual,Manual,1,1197,81.8,5,20.4,kmpl,570000
2013,75000,Diesel,Individual,Manual,2,1199,73.9,5,22.07,kmpl,440000
2005,185000,Diesel,Individual,Manual,2,2494,100.6,7,11.4,kmpl,300000
2015,71717,Petrol,Individual,Automatic,2,1198,76.0,5,19.34,kmpl,300000
2011,150000,Diesel,Individual,Automatic,2,2179,120.0,8,11.79,kmpl,500000
2016,55000,Diesel,Individual,Manual,1,1248,74.0,5,26.59,kmpl,660000
2012,90000,Petrol,Individual,Manual,2,1596,99.6,5,15.3,kmpl,256000
2018,35000,Petrol,Individual,Manual,1,999,67.0,5,23.01,kmpl,409999
2015,120000,Diesel,Individual,Manual,2,2982,168.5,7,12.55,kmpl,1888000
2011,100000,LPG,Individual,Manual,2,1086,62.1,5,13.45,km/kg,250000
2009,40000,Petrol,Individual,Automatic,3,1799,130.0,5,12.9,kmpl,280000
2010,100000,Diesel,Individual,Manual,1,2489,95.0,8,13.0,kmpl,300000
2016,120000,Diesel,Individual,Manual,1,2179,147.94,5,14.1,kmpl,900000
2014,60000,Petrol,Individual,Manual,1,998,67.1,5,19.0,kmpl,190000
2019,2000,Diesel,Individual,Manual,1,2523,63.0,9,15.96,kmpl,800000
2012,100000,Diesel,Individual,Manual,1,2523,75.0,8,14.0,kmpl,450000
2015,110000,Diesel,Individual,Manual,1,2489,93.7,7,14.95,kmpl,400000
2009,90000,Diesel,Individual,Manual,2,2179,138.1,7,13.93,kmpl,150000
2011,84321,Diesel,Individual,Manual,1,1396,70.0,5,23.57,kmpl,200000
2013,177000,Diesel,Individual,Manual,1,2179,140.0,7,15.1,kmpl,600000
2010,60000,Diesel,Individual,Manual,1,1248,75.0,5,18.0,kmpl,175000
2008,205000,Diesel,Individual,Manual,2,1396,69.0,5,19.09,kmpl,99000
2008,70000,Petrol,Individual,Manual,2,1197,78.9,5,20.36,kmpl,215000
2011,70000,Petrol,Individual,Manual,3,1248,82.0,5,18.9,kmpl,190000
2013,126000,Diesel,Individual,Manual,2,1461,108.45,5,19.01,kmpl,520000
2016,120000,Diesel,Individual,Automatic,2,3198,197.0,7,10.91,kmpl,2280000
2015,70000,Diesel,Individual,Manual,1,1405,70.0,5,19.1,kmpl,285000
2017,82000,Diesel,Individual,Manual,1,1493,100.0,7,18.49,kmpl,660000
2004,110000,Petrol,Individual,Manual,3,796,37.0,4,16.1,kmpl,31504
2015,45000,Petrol,Individual,Manual,2,1197,83.14,5,20.85,kmpl,515000
2012,70000,Diesel,Individual,Manual,2,1461,84.8,5,21.64,kmpl,295000
2015,80000,Diesel,Individual,Manual,2,1461,83.8,5,20.45,kmpl,700000
2017,45000,Diesel,Individual,Manual,1,2179,120.0,7,15.4,kmpl,1100000
2017,60000,Petrol,Individual,Manual,1,998,68.05,5,20.3,kmpl,300000
2013,41800,Petrol,Individual,Manual,1,1197,85.8,5,18.6,kmpl,450000
2010,132000,Petrol,Individual,Manual,2,1248,82.0,5,18.9,kmpl,135000
2017,50000,Diesel,Individual,Manual,2,1248,74.02,5,28.4,kmpl,700000
2012,40000,Diesel,Individual,Manual,1,1399,68.0,5,20.0,kmpl,250000
2009,96000,Petrol,Individual,Manual,2,1061,67.0,5,18.9,kmpl,140000
2012,117000,Diesel,Individual,Manual,1,2498,112.0,8,14.0,kmpl,250000
2011,110000,Petrol,Individual,Manual,2,1086,68.05,5,19.81,kmpl,210000
2014,100000,Diesel,Individual,Manual,2,1498,98.6,5,25.8,kmpl,420000
2007,88700,Petrol,Individual,Manual,3,796,46.3,5,19.7,kmpl,130000
2012,70000,Petrol,Individual,Manual,2,1498,97.7,5,16.95,kmpl,320000
2010,110000,Petrol,Individual,Manual,2,1061,64.0,5,17.3,kmpl,200000
2016,15000,Petrol,Individual,Manual,1,796,47.3,5,22.74,kmpl,310000
2012,80000,Diesel,Individual,Manual,2,1461,65.0,5,20.8,kmpl,200000
2014,50000,Petrol,Individual,Manual,1,1197,85.8,5,18.5,kmpl,350000
2018,15000,Petrol,Individual,Manual,1,814,55.2,5,21.1,kmpl,444000
2017,25000,Petrol,Individual,Manual,1,799,53.64,5,22.7,kmpl,300000
2011,57000,Diesel,Individual,Manual,2,1461,64.1,5,21.0,kmpl,225000
2012,75000,Diesel,Individual,Manual,1,2523,62.1,7,15.96,kmpl,600000
2013,26000,Petrol,Individual,Manual,1,1196,73.0,5,15.37,kmpl,260000
2015,160000,Diesel,Individual,Manual,1,1120,71.01,5,24.4,kmpl,375000
2010,120000,Petrol,Individual,Manual,2,796,46.3,5,19.7,kmpl,150000
2014,50000,Petrol,Individual,Manual,2,796,46.3,5,19.7,kmpl,110000
2012,40000,Petrol,Individual,Manual,1,796,46.3,5,19.7,kmpl,225000
2011,90000,Diesel,Individual,Manual,3,1248,82.0,5,20.0,kmpl,400000
2005,120000,Petrol,Individual,Manual,3,1248,82.0,5,18.9,kmpl,93000
2017,28000,Petrol,Individual,Manual,1,1497,117.3,5,17.8,kmpl,860000
2018,50000,Diesel,Individual,Manual,1,1248,74.02,5,28.4,kmpl,650000
2014,90000,Diesel,Individual,Manual,1,1248,88.8,7,20.77,kmpl,650000
2016,40000,Diesel,Individual,Manual,1,1396,88.7,5,24.8,kmpl,710000
2017,113000,Diesel,Individual,Manual,1,1498,99.0,5,25.83,kmpl,430000
2011,188000,Diesel,Individual,Manual,2,1248,75.0,5,17.8,kmpl,305000
2011,100000,Diesel,Individual,Manual,1,1399,68.0,5,20.0,kmpl,220000
2010,225000,Diesel,Individual,Manual,3,1948,90.0,9,14.0,kmpl,150000
2017,67000,Diesel,Individual,Manual,2,1493,100.0,7,18.49,kmpl,660000
2011,70000,Diesel,Individual,Manual,4,936,57.6,5,25.44,kmpl,140000
2015,50000,Petrol,Individual,Manual,1,1798,138.03,5,14.28,kmpl,1100000
2013,60000,Diesel,Individual,Automatic,1,2179,187.7,5,16.36,kmpl,2450000
2017,34000,Diesel,Individual,Automatic,1,1498,108.495,5,22.0,kmpl,625000
2004,110000,Petrol,Individual,Manual,3,1493,100.0,5,12.8,kmpl,198000
2001,71000,Petrol,Individual,Manual,2,1248,82.0,5,18.9,kmpl,60000
2005,140000,Petrol,Individual,Manual,2,998,67.1,5,18.9,kmpl,130000
2012,100000,Petrol,Individual,Manual,2,1497,116.3,5,16.8,kmpl,540000
2017,10000,Petrol,Individual,Automatic,1,1197,81.86,5,18.9,kmpl,550000
2018,30000,Petrol,Individual,Manual,1,998,67.04,5,21.63,kmpl,475000
2017,22000,Diesel,Dealer,Automatic,1,1968,174.33,5,15.73,kmpl,2825000
2020,5500,Diesel,Dealer,Manual,1,1597,118.0,5,26.8,kmpl,2125000
2018,18000,Diesel,Dealer,Automatic,1,1998,190.0,5,19.62,kmpl,3350000
2018,20000,Diesel,Dealer,Automatic,1,2755,171.5,8,11.36,kmpl,1800000
2018,7000,Petrol,Dealer,Manual,1,1086,68.0,5,20.3,kmpl,540000
2018,20000,Diesel,Dealer,Manual,1,2596,80.8,5,17.0,kmpl,910000
2019,4875,Petrol,Dealer,Manual,1,998,67.04,5,21.63,kmpl,484999
2020,2700,Diesel,Dealer,Automatic,1,1582,126.2,5,17.01,kmpl,1950000
2018,58511,Diesel,Dealer,Manual,1,1248,88.5,5,24.3,kmpl,950000
2015,105000,Diesel,Dealer,Manual,1,1498,99.0,5,25.83,kmpl,365000
2018,26235,Diesel,Dealer,Manual,1,2498,105.0,6,16.55,kmpl,900000
2017,26766,Diesel,Dealer,Manual,1,1497,108.5,5,21.5,kmpl,919999
2020,1600,Petrol,Dealer,Automatic,1,1451,141.0,5,13.96,kmpl,1900000
2018,46000,Diesel,Dealer,Manual,1,2148,170.0,5,15.8,kmpl,2950000
2019,23000,Diesel,Dealer,Manual,1,1497,121.0,7,17.3,kmpl,1075000
2017,24522,Petrol,Dealer,Manual,1,1197,81.8,5,20.4,kmpl,600000
2017,13663,Diesel,Dealer,Automatic,1,1995,190.0,5,22.69,kmpl,3200000
2019,11000,Diesel,Dealer,Automatic,1,1968,141.0,5,19.3,kmpl,2600000
2016,63000,Diesel,Dealer,Manual,1,1248,88.5,5,24.3,kmpl,839000
2019,2000,Petrol,Dealer,Manual,1,1199,74.0,5,16.2,kmpl,635000
2014,300000,Diesel,Individual,Manual,3,2179,120.0,8,12.05,kmpl,550000
2011,190000,Diesel,Individual,Manual,3,1461,65.0,5,19.2,kmpl,180000
2015,80000,Diesel,Individual,Manual,1,1498,98.6,5,26.0,kmpl,650000
2011,80000,Petrol,Individual,Manual,2,1198,90.0,5,16.0,kmpl,350000
2015,54000,Petrol,Individual,Manual,1,998,67.05,5,23.95,kmpl,265000
2018,30000,Petrol,Individual,Manual,1,999,67.0,5,23.01,kmpl,330000
2019,5000,Petrol,Individual,Manual,1,1196,73.0,7,15.37,kmpl,395000
2015,58945,Diesel,Individual,Manual,1,1493,100.0,7,18.49,kmpl,700000
2012,90000,Diesel,Individual,Manual,1,1399,68.0,5,20.0,kmpl,300000
